Image,Noise Type,PSNR Spatial,PSNR Frequency,SSIM Spatial,SSIM Frequency,Better Method
img0.png,salt_and_pepper,44.05404656070732,37.908942648065185,0.9972346994496293,0.9834902793597826,Spatial
img1.png,gaussian,31.635231023290835,31.351019177728396,0.8626395500004488,0.8532629922034966,Spatial
img2.png,gaussian,29.10465464828618,28.897569693210613,0.8079620118848154,0.7965711121137964,Spatial
img3.png,salt_and_pepper,27.6696964862098,30.004026693554717,0.7035659168843874,0.8134681184546131,Frequency
img4.png,salt_and_pepper,27.27399154455536,29.99893191010768,0.6919582853533008,0.8193171631558418,Frequency
img5.png,salt_and_pepper,26.108817427300636,27.45106917943632,0.7134898158424221,0.7829757744399235,Frequency
img6.png,salt_and_pepper,14.507259974021096,19.54540293982631,0.6001436970125061,0.7848090981087109,Frequency
img7.png,salt_and_pepper,10.655912155333617,12.923773937446285,-0.04467258317274844,0.3413020778819206,Frequency
